"","Symbol","Description","NED1","NED2","NED3","NED4","DS1","DS2","DS3","DS4","Biotypes","EntrezID"
"3805","CA1","carbonic anhydrase 1 [Source:HGNC Symbol;Acc:HGNC:1368]",2334,2581,2782,1624,922,387,667,1171,"protein_coding",759
"3806","CCDC59","coiled-coil domain containing 59 [Source:HGNC Symbol;Acc:HGNC:25005]",15,16,73,21,17,11,14,15,"protein_coding",29080
"3807","SWAP70","switching B cell complex subunit SWAP70 [Source:HGNC Symbol;Acc:HGNC:17070]",60,70,468,57,57,29,90,46,"protein_coding",23075
"3808","ARNTL","aryl hydrocarbon receptor nuclear translocator like [Source:HGNC Symbol;Acc:HGNC:701]",174,65,1056,300,99,65,275,131,"protein_coding",406
"3809","AMPD3","adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470]",427,194,1391,515,147,119,407,359,"protein_coding",272
"3810","SBF2","SET binding factor 2 [Source:HGNC Symbol;Acc:HGNC:2135]",202,64,1606,338,98,76,414,273,"protein_coding",81846
"3811","MICAL2","microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]",1287,1222,3051,739,471,168,610,642,"protein_coding",9645
"3812","RRAS2","RAS related 2 [Source:HGNC Symbol;Acc:HGNC:17271]",70,42,319,65,41,38,90,40,"protein_coding",22800
"3813","HSD17B4","hydroxysteroid 17-beta dehydrogenase 4 [Source:HGNC Symbol;Acc:HGNC:5213]",376,280,1311,256,139,92,340,249,"protein_coding",3295
"3814","ZFC3H1","zinc finger C3H1-type containing [Source:HGNC Symbol;Acc:HGNC:28328]",176,131,1094,271,92,59,271,124,"protein_coding",196441
"3815","SARAF","store-operated calcium entry associated regulatory factor [Source:HGNC Symbol;Acc:HGNC:28789]",3849,2464,11622,3348,2424,1541,3221,3485,"protein_coding",51669
"3816","RNF122","ring finger protein 122 [Source:HGNC Symbol;Acc:HGNC:21147]",250,71,633,235,109,95,235,200,"protein_coding",79845
"3817","DPF2","double PHD fingers 2 [Source:HGNC Symbol;Acc:HGNC:9964]",681,273,2307,664,331,270,568,568,"protein_coding",5977
"3818","MEN1","menin 1 [Source:HGNC Symbol;Acc:HGNC:7010]",133,151,528,234,113,55,236,147,"protein_coding",4221
"3819","ERG28","ergosterol biosynthesis 28 homolog [Source:HGNC Symbol;Acc:HGNC:1187]",186,199,864,174,70,82,234,183,"protein_coding",11161
"3820","DGLUCY","D-glutamate cyclase [Source:HGNC Symbol;Acc:HGNC:20498]",486,74,2022,755,283,193,354,320,"protein_coding",80017
"3821","NUMB","NUMB endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8060]",1396,266,6682,1347,771,408,1610,1349,"protein_coding",8650
"3822","TTC9","tetratricopeptide repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20267]",130,74,624,194,44,44,177,88,"protein_coding",23508
"3823","EIF2S1","eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol;Acc:HGNC:3265]",36,45,154,11,29,12,53,18,"protein_coding",1965
"3824","LOXL2","lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]",11,22,71,31,7,3,18,16,"protein_coding",4017
"3825","ELP3","elongator acetyltransferase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20696]",138,70,708,134,56,55,187,84,"protein_coding",55140
"3826","CTIF","cap binding complex dependent translation initiation factor [Source:HGNC Symbol;Acc:HGNC:23925]",75,29,145,41,47,11,26,72,"protein_coding",9811
"3827","MBD2","methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:HGNC:6917]",832,653,4240,667,465,330,815,647,"protein_coding",8932
"3828","MRPS36","mitochondrial ribosomal protein S36 [Source:HGNC Symbol;Acc:HGNC:16631]",25,19,95,42,10,21,20,17,"protein_coding",92259
"3829","CDK7","cyclin dependent kinase 7 [Source:HGNC Symbol;Acc:HGNC:1778]",53,35,165,17,41,30,26,22,"protein_coding",1022
"3830","CD180","CD180 molecule [Source:HGNC Symbol;Acc:HGNC:6726]",93,43,749,112,25,34,84,50,"protein_coding",4064
"3831","IRAK2","interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]",17,4,86,45,14,9,10,23,"protein_coding",3656
"3832","VHL","von Hippel-Lindau tumor suppressor [Source:HGNC Symbol;Acc:HGNC:12687]",326,214,1145,171,178,165,312,376,"protein_coding",7428
"3833","BHLHE40","basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]",1097,446,2761,1068,419,244,696,653,"protein_coding",8553
"3834","ARL8B","ADP ribosylation factor like GTPase 8B [Source:HGNC Symbol;Acc:HGNC:25564]",1119,502,4189,946,447,339,1190,888,"protein_coding",55207
"3835","EDEM1","ER degradation enhancing alpha-mannosidase like protein 1 [Source:HGNC Symbol;Acc:HGNC:18967]",591,513,2772,812,392,318,1006,764,"protein_coding",9695
"3836","DPH6","diphthamine biosynthesis 6 [Source:HGNC Symbol;Acc:HGNC:30543]",7,14,49,36,19,8,29,17,"protein_coding",89978
"3837","KATNBL1","katanin regulatory subunit B1 like 1 [Source:HGNC Symbol;Acc:HGNC:26199]",27,31,252,72,37,33,76,31,"protein_coding",79768
"3838","EMC7","ER membrane protein complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24301]",203,151,672,70,119,88,127,131,"protein_coding",56851
"3839","GSTM1","glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:HGNC:4632]",0,65,355,34,0,0,0,48,"protein_coding",2944
"3840","PRPF38B","pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:HGNC:25512]",351,232,929,278,210,120,244,270,"protein_coding",55119
"3841","TSPAN2","tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659]",137,49,844,274,104,31,135,84,"protein_coding",10100
"3842","VAV3","vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]",133,39,582,168,56,72,156,127,"protein_coding",10451
"3843","PSRC1","proline and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472]",27,9,17,3,14,7,8,13,"protein_coding",84722
"3844","PTPN22","protein tyrosine phosphatase non-receptor type 22 [Source:HGNC Symbol;Acc:HGNC:9652]",379,288,1889,547,437,275,495,468,"protein_coding",26191
"3845","SORT1","sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186]",342,73,1423,267,171,126,328,249,"protein_coding",6272
"3846","LAMTOR5","late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:HGNC Symbol;Acc:HGNC:17955]",193,120,620,89,80,74,85,117,"protein_coding",10542
"3847","NOTCH2","notch receptor 2 [Source:HGNC Symbol;Acc:HGNC:7882]",1568,261,7240,1729,570,588,1968,1047,"protein_coding",4853
"3848","CEPT1","choline/ethanolamine phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24289]",102,62,648,70,43,55,129,113,"protein_coding",10390
"3849","CD101","CD101 molecule [Source:HGNC Symbol;Acc:HGNC:5949]",179,66,650,173,55,29,126,93,"protein_coding",9398
"3850","AP4B1","adaptor related protein complex 4 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:572]",27,26,157,37,16,20,45,34,"protein_coding",10717
"3851","NAPG","NSF attachment protein gamma [Source:HGNC Symbol;Acc:HGNC:7642]",142,137,845,153,82,45,245,91,"protein_coding",8774
"3852","SPIRE1","spire type actin nucleation factor 1 [Source:HGNC Symbol;Acc:HGNC:30622]",35,3,83,13,5,2,30,11,"protein_coding",56907
"3853","PPHLN1","periphilin 1 [Source:HGNC Symbol;Acc:HGNC:19369]",20,29,255,59,23,23,69,22,"protein_coding",51535
"3854","TMEM106C","transmembrane protein 106C [Source:HGNC Symbol;Acc:HGNC:28775]",204,133,790,124,66,49,243,152,"protein_coding",79022
"3855","SLC38A2","solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448]",609,323,3397,894,262,313,831,463,"protein_coding",54407
"3856","YWHAQ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]",884,592,3687,937,360,399,651,600,"protein_coding",10971
"3857","KIDINS220","kinase D interacting substrate 220 [Source:HGNC Symbol;Acc:HGNC:29508]",517,265,2280,581,172,134,621,304,"protein_coding",57498
"3858","ROCK2","Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]",152,70,536,162,82,29,120,54,"protein_coding",9475
"3859","RSAD2","radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]",174,89,153,53,107,23,49,66,"protein_coding",91543
"3860","LPIN1","lipin 1 [Source:HGNC Symbol;Acc:HGNC:13345]",97,46,373,109,34,32,95,58,"protein_coding",23175
"3861","CMPK2","cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]",237,96,351,97,90,61,97,143,"protein_coding",129607
"3862","IAH1","isoamyl acetate hydrolyzing esterase 1 (putative) [Source:HGNC Symbol;Acc:HGNC:27696]",91,99,451,82,70,44,97,89,"protein_coding",285148
"3863","LDHA","lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]",425,284,1613,161,115,183,315,256,"protein_coding",3939
"3864","IL6ST","interleukin 6 cytokine family signal transducer [Source:HGNC Symbol;Acc:HGNC:6021]",130,139,563,115,62,29,189,105,"protein_coding",3572
"3865","NAV1","neuron navigator 1 [Source:HGNC Symbol;Acc:HGNC:15989]",18,2,133,18,5,4,33,20,"protein_coding",89796
"3866","CDC73","cell division cycle 73 [Source:HGNC Symbol;Acc:HGNC:16783]",165,91,798,140,104,85,175,146,"protein_coding",79577
"3867","TIMM17A","translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]",101,70,301,41,24,45,46,65,"protein_coding",10440
"3868","NARS1","asparaginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7643]",115,167,510,63,49,29,158,66,"protein_coding",4677
"3869","RELCH","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing [Source:HGNC Symbol;Acc:HGNC:29289]",112,45,692,152,35,47,185,46,"protein_coding",57614
"3870","RBM17","RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944]",231,333,1000,152,134,67,262,228,"protein_coding",84991
"3871","IL15RA","interleukin 15 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5978]",45,32,149,23,31,18,18,40,"protein_coding",3601
"3872","CCNH","cyclin H [Source:HGNC Symbol;Acc:HGNC:1594]",95,43,545,93,22,26,135,26,"protein_coding",902
"3873","HRH4","histamine receptor H4 [Source:HGNC Symbol;Acc:HGNC:17383]",32,5,25,26,1,2,14,11,"protein_coding",59340
"3874","TMEM241","transmembrane protein 241 [Source:HGNC Symbol;Acc:HGNC:31723]",33,8,38,14,12,6,10,17,"protein_coding",85019
"3875","DOCK2","dedicator of cytokinesis 2 [Source:HGNC Symbol;Acc:HGNC:2988]",692,241,3968,574,235,189,993,468,"protein_coding",1794
"3876","KLRD1","killer cell lectin like receptor D1 [Source:HGNC Symbol;Acc:HGNC:6378]",496,199,2657,419,245,249,707,267,"protein_coding",3824
"3877","KLRC1","killer cell lectin like receptor C1 [Source:HGNC Symbol;Acc:HGNC:6374]",66,16,95,25,35,21,46,19,"protein_coding",3821
"3878","MYBPC3","myosin binding protein C3 [Source:HGNC Symbol;Acc:HGNC:7551]",45,2,33,12,21,13,15,39,"protein_coding",4607
"3879","DDB2","damage specific DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2718]",60,33,198,74,55,24,60,57,"protein_coding",1643
"3880","ACP2","acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]",35,23,184,42,14,19,51,34,"protein_coding",53
"3881","RTL8C","retrotransposon Gag like 8C [Source:HGNC Symbol;Acc:HGNC:2569]",69,44,217,46,27,35,58,46,"protein_coding",8933
"3882","RAB33A","RAB33A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9773]",16,16,64,14,5,18,24,22,"protein_coding",9363
"3883","RBMX2","RNA binding motif protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:24282]",7,24,52,8,10,2,21,12,"protein_coding",51634
"3884","STK26","serine/threonine kinase 26 [Source:HGNC Symbol;Acc:HGNC:18174]",132,53,668,173,70,40,132,76,"protein_coding",51765
"3885","PUM1","pumilio RNA binding family member 1 [Source:HGNC Symbol;Acc:HGNC:14957]",205,123,1038,216,82,68,255,145,"protein_coding",9698
"3886","SPOCD1","SPOC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26338]",33,12,41,54,26,11,7,25,"protein_coding",90853
"3887","YARS1","tyrosyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12840]",136,154,576,70,60,52,169,150,"protein_coding",8565
"3888","GNL2","G protein nucleolar 2 [Source:HGNC Symbol;Acc:HGNC:29925]",74,108,409,24,53,52,68,101,"protein_coding",29889
"3889","AGO4","argonaute RISC component 4 [Source:HGNC Symbol;Acc:HGNC:18424]",764,180,3424,1123,396,321,986,650,"protein_coding",192670
"3890","BTF3L4","basic transcription factor 3 like 4 [Source:HGNC Symbol;Acc:HGNC:30547]",15,11,125,14,8,8,26,12,"protein_coding",91408
"3891","TUT4","terminal uridylyl transferase 4 [Source:HGNC Symbol;Acc:HGNC:28981]",65,74,558,72,42,26,156,48,"protein_coding",23318
"3892","PRPF38A","pre-mRNA processing factor 38A [Source:HGNC Symbol;Acc:HGNC:25930]",69,87,682,79,64,30,144,51,"protein_coding",84950
"3893","DSC2","desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]",102,25,564,108,99,15,170,87,"protein_coding",1824
"3894","ELP2","elongator acetyltransferase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:18248]",71,57,345,77,18,29,105,43,"protein_coding",55250
"3895","TPGS2","tubulin polyglutamylase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24561]",785,730,1220,548,237,154,406,428,"protein_coding",25941
"3896","TIMM10","translocase of inner mitochondrial membrane 10 [Source:HGNC Symbol;Acc:HGNC:11814]",45,66,186,41,53,14,84,48,"protein_coding",26519
"3897","DHX34","DExH-box helicase 34 [Source:HGNC Symbol;Acc:HGNC:16719]",316,41,758,371,198,106,325,250,"protein_coding",9704
"3898","FADS2","fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]",59,134,263,95,174,43,72,483,"protein_coding",9415
"3899","TMEM258","transmembrane protein 258 [Source:HGNC Symbol;Acc:HGNC:1164]",249,193,724,135,123,168,131,190,"protein_coding",746
"3900","TCN1","transcobalamin 1 [Source:HGNC Symbol;Acc:HGNC:11652]",44,21,140,86,16,28,53,23,"protein_coding",6947
"3901","C5AR2","complement C5a receptor 2 [Source:HGNC Symbol;Acc:HGNC:4527]",1153,118,1896,1132,611,477,622,934,"protein_coding",27202
"3902","TMEM165","transmembrane protein 165 [Source:HGNC Symbol;Acc:HGNC:30760]",721,555,2087,529,417,238,621,465,"protein_coding",55858
"3903","UBAC2","UBA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20486]",204,134,1005,225,125,98,206,148,"protein_coding",337867
"3904","ARGLU1","arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:25482]",257,296,1536,317,157,88,482,217,"protein_coding",55082
"3905","TPP2","tripeptidyl peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12016]",566,426,2626,694,208,203,643,407,"protein_coding",7174
"3906","CARS2","cysteinyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25695]",178,132,791,242,63,77,251,173,"protein_coding",79587
"3907","ARHGAP32","Rho GTPase activating protein 32 [Source:HGNC Symbol;Acc:HGNC:17399]",14,6,58,9,15,2,15,14,"protein_coding",9743
"3908","STT3A","STT3 oligosaccharyltransferase complex catalytic subunit A [Source:HGNC Symbol;Acc:HGNC:6172]",163,129,947,194,59,114,183,150,"protein_coding",3703
"3909","SLC37A2","solute carrier family 37 member 2 [Source:HGNC Symbol;Acc:HGNC:20644]",117,7,299,77,43,31,55,73,"protein_coding",219855
"3910","WDR36","WD repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:30696]",140,70,655,105,45,51,149,93,"protein_coding",134430
"3911","OSTF1","osteoclast stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:8510]",377,155,1086,151,191,94,166,245,"protein_coding",26578
"3912","RFK","riboflavin kinase [Source:HGNC Symbol;Acc:HGNC:30324]",46,30,243,65,28,22,68,19,"protein_coding",55312
"3913","UBQLN1","ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508]",269,266,722,245,250,81,208,130,"protein_coding",29979
"3914","NAA35","N-alpha-acetyltransferase 35, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:24340]",57,43,244,38,17,18,92,38,"protein_coding",60560
"3915","ANXA1","annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]",1776,2028,9165,1414,887,545,1581,1429,"protein_coding",301
"3916","CTSL","cathepsin L [Source:HGNC Symbol;Acc:HGNC:2537]",8,53,88,3,20,2,16,6,"protein_coding",1514
"3917","CEMIP2","cell migration inducing hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:11869]",101,69,668,160,52,44,244,147,"protein_coding",23670
"3918","AGTPBP1","ATP/GTP binding carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17258]",139,132,604,225,108,66,196,95,"protein_coding",23287
"3919","GOLM1","golgi membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15451]",19,10,72,13,30,2,11,6,"protein_coding",51280
"3920","PSAT1","phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]",16,34,111,5,5,12,32,10,"protein_coding",29968
"3921","ADAM19","ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197]",415,144,1322,421,169,149,520,443,"protein_coding",8728
"3922","HAVCR2","hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:HGNC:18437]",90,18,304,99,24,75,114,56,"protein_coding",84868
"3923","CCNJL","cyclin J like [Source:HGNC Symbol;Acc:HGNC:25876]",287,22,848,186,129,69,260,324,"protein_coding",79616
"3924","TAOK3","TAO kinase 3 [Source:HGNC Symbol;Acc:HGNC:18133]",113,115,775,157,73,68,171,94,"protein_coding",51347
"3925","USP30","ubiquitin specific peptidase 30 [Source:HGNC Symbol;Acc:HGNC:20065]",60,26,321,59,14,9,102,46,"protein_coding",84749
"3926","FBXO21","F-box protein 21 [Source:HGNC Symbol;Acc:HGNC:13592]",79,57,243,62,24,24,88,50,"protein_coding",23014
"3927","OASL","2'-5'-oligoadenylate synthetase like [Source:HGNC Symbol;Acc:HGNC:8090]",51,9,124,30,18,24,39,34,"protein_coding",8638
"3928","P2RX4","purinergic receptor P2X 4 [Source:HGNC Symbol;Acc:HGNC:8535]",98,60,539,76,50,40,112,96,"protein_coding",5025
"3929","BICDL1","BICD family like cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:28095]",70,118,206,124,53,21,82,51,"protein_coding",92558
"3930","TRAFD1","TRAF-type zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24808]",595,337,1892,488,229,143,471,426,"protein_coding",10906
"3931","DMTF1","cyclin D binding myb like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:14603]",23,57,440,142,26,22,160,34,"protein_coding",9988
"3932","TMEM243","transmembrane protein 243 [Source:HGNC Symbol;Acc:HGNC:21707]",14,15,153,17,11,15,49,38,"protein_coding",79161
"3933","CCDC146","coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:HGNC:29296]",76,48,355,57,11,54,93,93,"protein_coding",57639
"3934","TMEM60","transmembrane protein 60 [Source:HGNC Symbol;Acc:HGNC:21754]",60,60,322,52,58,33,52,61,"protein_coding",85025
"3935","CD36","CD36 molecule [Source:HGNC Symbol;Acc:HGNC:1663]",627,370,2790,493,332,195,583,385,"protein_coding",948
"3936","SRPK2","SRSF protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:11306]",435,194,2315,701,213,132,513,315,"protein_coding",6733
"3937","TES","testin LIM domain protein [Source:HGNC Symbol;Acc:HGNC:14620]",238,211,1319,247,113,105,147,237,"protein_coding",26136
"3938","MDFIC","MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:HGNC:28870]",301,335,1457,384,108,136,382,245,"protein_coding",29969
"3939","MTO1","mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:HGNC:19261]",106,58,544,81,17,35,155,43,"protein_coding",25821
"3940","ANKRD6","ankyrin repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:17280]",10,8,52,8,11,10,13,8,"protein_coding",22881
"3941","CEP162","centrosomal protein 162 [Source:HGNC Symbol;Acc:HGNC:21107]",11,23,125,27,12,4,29,19,"protein_coding",22832
"3942","SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]",323,394,2051,352,169,155,523,295,"protein_coding",10492
"3943","SNX14","sorting nexin 14 [Source:HGNC Symbol;Acc:HGNC:14977]",214,87,635,255,45,71,268,124,"protein_coding",57231
"3944","NT5E","5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021]",18,50,181,35,23,10,43,35,"protein_coding",4907
"3945","AKIRIN2","akirin 2 [Source:HGNC Symbol;Acc:HGNC:21407]",239,84,576,236,117,63,169,210,"protein_coding",55122
"3946","ORC3","origin recognition complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:8489]",61,39,215,36,50,30,62,53,"protein_coding",23595
"3947","MAP3K7","mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6859]",23,30,87,20,11,2,33,23,"protein_coding",6885
"3948","PRR5L","proline rich 5 like [Source:HGNC Symbol;Acc:HGNC:25878]",203,117,840,258,154,161,177,177,"protein_coding",79899
"3949","PHF21A","PHD finger protein 21A [Source:HGNC Symbol;Acc:HGNC:24156]",186,57,624,100,54,26,116,85,"protein_coding",51317
"3950","NAT10","N-acetyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:29830]",171,133,687,96,47,67,199,149,"protein_coding",55226
"3951","PRRG4","proline rich and Gla domain 4 [Source:HGNC Symbol;Acc:HGNC:30799]",43,7,213,26,8,13,36,15,"protein_coding",79056
"3952","CAPRIN1","cell cycle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6743]",598,502,2737,481,466,262,735,441,"protein_coding",4076
"3953","ATP5MC2","ATP synthase membrane subunit c locus 2 [Source:HGNC Symbol;Acc:HGNC:842]",1380,888,4422,1031,927,1007,1092,1282,"protein_coding",517
"3954","CD63","CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]",601,248,1941,442,305,240,415,411,"protein_coding",967
"3955","AVIL","advillin [Source:HGNC Symbol;Acc:HGNC:14188]",56,18,188,139,40,15,37,32,"protein_coding",10677
"3956","GDF11","growth differentiation factor 11 [Source:HGNC Symbol;Acc:HGNC:4216]",43,38,125,54,26,11,73,34,"protein_coding",10220
"3957","TESPA1","thymocyte expressed, positive selection associated 1 [Source:HGNC Symbol;Acc:HGNC:29109]",359,464,1624,438,186,146,602,366,"protein_coding",9840
"3958","AGAP2","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]",90,58,239,76,82,49,89,97,"protein_coding",116986
"3959","CDK4","cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773]",82,88,252,70,54,40,44,49,"protein_coding",1019
"3960","TSPAN31","tetraspanin 31 [Source:HGNC Symbol;Acc:HGNC:10539]",184,127,832,158,80,76,187,145,"protein_coding",6302
"3961","TFCP2","transcription factor CP2 [Source:HGNC Symbol;Acc:HGNC:11748]",90,55,484,76,41,44,103,73,"protein_coding",7024
"3962","HNRNPA1","heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031]",21,47,76,14,11,5,18,21,"protein_coding",3178
"3963","ACVR1B","activin A receptor type 1B [Source:HGNC Symbol;Acc:HGNC:172]",210,108,480,129,58,38,179,168,"protein_coding",91
"3964","OS9","OS9 endoplasmic reticulum lectin [Source:HGNC Symbol;Acc:HGNC:16994]",453,261,1446,256,319,121,285,362,"protein_coding",10956
"3965","KCNH3","potassium voltage-gated channel subfamily H member 3 [Source:HGNC Symbol;Acc:HGNC:6252]",42,6,77,18,8,9,27,25,"protein_coding",23416
"3966","CD164","CD164 molecule [Source:HGNC Symbol;Acc:HGNC:1632]",2095,936,8180,2435,1038,953,1783,1385,"protein_coding",8763
"3967","AHI1","Abelson helper integration site 1 [Source:HGNC Symbol;Acc:HGNC:21575]",19,9,130,17,6,9,47,15,"protein_coding",54806
"3968","SMPD2","sphingomyelin phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:11121]",116,50,353,80,55,31,73,62,"protein_coding",6610
"3969","MICAL1","microtubule associated monooxygenase, calponin and LIM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20619]",1351,566,2501,848,654,491,926,1077,"protein_coding",64780
"3970","REPS1","RALBP1 associated Eps domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15578]",150,79,670,223,74,56,174,105,"protein_coding",85021
"3971","STX11","syntaxin 11 [Source:HGNC Symbol;Acc:HGNC:11429]",971,167,2846,889,561,430,718,742,"protein_coding",8676
"3972","PRADC1","protease associated domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16047]",23,14,105,17,5,14,15,26,"protein_coding",84279
"3973","SEMA4F","ssemaphorin 4F [Source:HGNC Symbol;Acc:HGNC:10734]",3,13,54,12,2,6,25,6,"protein_coding",10505
"3974","CCT7","chaperonin containing TCP1 subunit 7 [Source:HGNC Symbol;Acc:HGNC:1622]",153,173,551,90,109,66,184,166,"protein_coding",10574
"3975","RAB11FIP5","RAB11 family interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:24845]",42,29,199,41,30,33,60,51,"protein_coding",26056
"3976","SMYD5","SMYD family member 5 [Source:HGNC Symbol;Acc:HGNC:16258]",65,97,338,120,26,21,128,61,"protein_coding",10322
"3977","DYSF","dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]",576,83,1531,652,356,164,392,716,"protein_coding",8291
"3978","CCDC142","coiled-coil domain containing 142 [Source:HGNC Symbol;Acc:HGNC:25889]",96,66,440,218,55,97,161,72,"protein_coding",84865
"3979","USP15","ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613]",433,243,1381,474,213,128,352,306,"protein_coding",9958
"3980","GNS","glucosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4422]",321,75,1453,247,100,157,318,154,"protein_coding",2799
"3981","CPM","carboxypeptidase M [Source:HGNC Symbol;Acc:HGNC:2311]",19,6,95,16,14,12,31,3,"protein_coding",1368
"3982","MDM2","MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]",162,155,752,384,209,68,208,107,"protein_coding",4193
"3983","KLHL36","kelch like family member 36 [Source:HGNC Symbol;Acc:HGNC:17844]",125,66,395,156,62,43,207,88,"protein_coding",79786
"3984","MPHOSPH6","M-phase phosphoprotein 6 [Source:HGNC Symbol;Acc:HGNC:7214]",13,32,100,13,15,12,16,25,"protein_coding",10200
"3985","KIAA0513","KIAA0513 [Source:HGNC Symbol;Acc:HGNC:29058]",1047,149,2145,901,529,350,658,685,"protein_coding",9764
"3986","DYNC1LI2","dynein cytoplasmic 1 light intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2966]",40,38,247,37,40,15,70,39,"protein_coding",1783
