"","Symbol","Description","Biotypes","Average"
"4297","DBT","dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698]","protein_coding",36.25
"4298","RTCA","RNA 3'-terminal phosphate cyclase [Source:HGNC Symbol;Acc:HGNC:17981]","protein_coding",331.875
"4299","IFT172","intraflagellar transport 172 [Source:HGNC Symbol;Acc:HGNC:30391]","protein_coding",41.25
"4300","SELENOI","selenoprotein I [Source:HGNC Symbol;Acc:HGNC:29361]","protein_coding",41.875
"4301","HADHB","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:HGNC Symbol;Acc:HGNC:4803]","protein_coding",880.875
"4302","PNPT1","polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23166]","protein_coding",95.625
"4303","DYNC2LI1","dynein cytoplasmic 2 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:24595]","protein_coding",17.375
"4304","THUMPD2","THUMP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14890]","protein_coding",42.125
"4305","RAB1A","RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]","protein_coding",63.25
"4306","ACTR2","actin related protein 2 [Source:HGNC Symbol;Acc:HGNC:169]","protein_coding",3859.625
"4307","PREB","prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356]","protein_coding",254.5
"4308","SLC5A6","solute carrier family 5 member 6 [Source:HGNC Symbol;Acc:HGNC:11041]","protein_coding",224.375
"4309","FBXO11","F-box protein 11 [Source:HGNC Symbol;Acc:HGNC:13590]","protein_coding",294.125
"4310","ATRAID","all-trans retinoic acid induced differentiation factor [Source:HGNC Symbol;Acc:HGNC:24090]","protein_coding",323.625
"4311","CENPO","centromere protein O [Source:HGNC Symbol;Acc:HGNC:28152]","protein_coding",26.75
"4312","LRPPRC","leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]","protein_coding",193.5
"4313","DTNB","dystrobrevin beta [Source:HGNC Symbol;Acc:HGNC:3058]","protein_coding",172
"4314","MFSD13A","major facilitator superfamily domain containing 13A [Source:HGNC Symbol;Acc:HGNC:26196]","protein_coding",64
"4315","MYOF","myoferlin [Source:HGNC Symbol;Acc:HGNC:3656]","protein_coding",123.5
"4316","STAMBPL1","STAM binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:24105]","protein_coding",40.625
"4317","ATAD1","ATPase family AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903]","protein_coding",508
"4318","DUSP5","dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]","protein_coding",90.125
"4319","CALHM2","calcium homeostasis modulator family member 2 [Source:HGNC Symbol;Acc:HGNC:23493]","protein_coding",87.5
"4320","ARL3","ADP ribosylation factor like GTPase 3 [Source:HGNC Symbol;Acc:HGNC:694]","protein_coding",94.125
"4321","KIF20B","kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212]","protein_coding",22.5
"4322","ENTPD1","ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]","protein_coding",218.625
"4323","EXOC6","exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196]","protein_coding",176.5
"4324","DBR1","debranching RNA lariats 1 [Source:HGNC Symbol;Acc:HGNC:15594]","protein_coding",87.5
"4325","DNAJC13","DnaJ heat shock protein family (Hsp40) member C13 [Source:HGNC Symbol;Acc:HGNC:30343]","protein_coding",339.75
"4326","ANXA7","annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]","protein_coding",1062
"4327","FAM149B1","family with sequence similarity 149 member B1 [Source:HGNC Symbol;Acc:HGNC:29162]","protein_coding",71.25
"4328","ASCC1","activating signal cointegrator 1 complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24268]","protein_coding",23
"4329","TET1","tet methylcytosine dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:29484]","protein_coding",17.375
"4330","DNA2","DNA replication helicase/nuclease 2 [Source:HGNC Symbol;Acc:HGNC:2939]","protein_coding",220.375
"4331","ATIC","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]","protein_coding",543.125
"4332","SMARCAL1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1 [Source:HGNC Symbol;Acc:HGNC:11102]","protein_coding",87.875
"4333","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]","protein_coding",102.625
"4334","STAT4","signal transducer and activator of transcription 4 [Source:HGNC Symbol;Acc:HGNC:11365]","protein_coding",210.5
"4335","CARF","calcium responsive transcription factor [Source:HGNC Symbol;Acc:HGNC:14435]","protein_coding",38.25
"4336","METTL5","methyltransferase 5, N6-adenosine [Source:HGNC Symbol;Acc:HGNC:25006]","protein_coding",81.25
"4337","SSB","small RNA binding exonuclease protection factor La [Source:HGNC Symbol;Acc:HGNC:11316]","protein_coding",143.75
"4338","PPIG","peptidylprolyl isomerase G [Source:HGNC Symbol;Acc:HGNC:14650]","protein_coding",61.125
"4339","FASTKD1","FAST kinase domains 1 [Source:HGNC Symbol;Acc:HGNC:26150]","protein_coding",41.375
"4340","IDH1","isocitrate dehydrogenase (NADP(+)) 1 [Source:HGNC Symbol;Acc:HGNC:5382]","protein_coding",98.25
"4341","OLA1","Obg like ATPase 1 [Source:HGNC Symbol;Acc:HGNC:28833]","protein_coding",181.5
"4342","CIR1","corepressor interacting with RBPJ, CIR1 [Source:HGNC Symbol;Acc:HGNC:24217]","protein_coding",208
"4343","ITPRID2","ITPR interacting domain containing 2 [Source:HGNC Symbol;Acc:HGNC:11319]","protein_coding",234.125
"4344","FAM117B","family with sequence similarity 117 member B [Source:HGNC Symbol;Acc:HGNC:14440]","protein_coding",115.375
"4345","WDR12","WD repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:14098]","protein_coding",55.625
"4346","ABI2","abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011]","protein_coding",105.5
"4347","ITGAV","integrin subunit alpha V [Source:HGNC Symbol;Acc:HGNC:6150]","protein_coding",58.75
"4348","SLC40A1","solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]","protein_coding",630.625
"4349","SLC35A5","solute carrier family 35 member A5 [Source:HGNC Symbol;Acc:HGNC:20792]","protein_coding",118.125
"4350","SLC49A4","solute carrier family 49 member 4 [Source:HGNC Symbol;Acc:HGNC:16628]","protein_coding",270.375
"4351","SENP7","SUMO specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:30402]","protein_coding",259.375
"4352","COX17","cytochrome c oxidase copper chaperone COX17 [Source:HGNC Symbol;Acc:HGNC:2264]","protein_coding",232.875
"4353","PARP9","poly(ADP-ribose) polymerase family member 9 [Source:HGNC Symbol;Acc:HGNC:24118]","protein_coding",559.5
"4354","USP8","ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]","protein_coding",94
"4355","SECISBP2L","SECIS binding protein 2 like [Source:HGNC Symbol;Acc:HGNC:28997]","protein_coding",111.375
"4356","TMOD3","tropomodulin 3 [Source:HGNC Symbol;Acc:HGNC:11873]","protein_coding",660.125
"4357","GLCE","glucuronic acid epimerase [Source:HGNC Symbol;Acc:HGNC:17855]","protein_coding",19.75
"4358","APH1B","aph-1 homolog B, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:24080]","protein_coding",212.375
"4359","PARP16","poly(ADP-ribose) polymerase family member 16 [Source:HGNC Symbol;Acc:HGNC:26040]","protein_coding",69.125
"4360","PPCDC","phosphopantothenoylcysteine decarboxylase [Source:HGNC Symbol;Acc:HGNC:28107]","protein_coding",176.5
"4361","SEMA7A","semaphorin 7A (John Milton Hagen blood group) [Source:HGNC Symbol;Acc:HGNC:10741]","protein_coding",104.875
"4362","UBL7","ubiquitin like 7 [Source:HGNC Symbol;Acc:HGNC:28221]","protein_coding",20.25
"4363","ARHGAP24","Rho GTPase activating protein 24 [Source:HGNC Symbol;Acc:HGNC:25361]","protein_coding",64.125
"4364","HERC6","HECT and RLD domain containing E3 ubiquitin protein ligase family member 6 [Source:HGNC Symbol;Acc:HGNC:26072]","protein_coding",48.125
"4365","HERC5","HECT and RLD domain containing E3 ubiquitin protein ligase 5 [Source:HGNC Symbol;Acc:HGNC:24368]","protein_coding",185.875
"4366","COPS4","COP9 signalosome subunit 4 [Source:HGNC Symbol;Acc:HGNC:16702]","protein_coding",57.125
"4367","HNRNPD","heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]","protein_coding",275.75
"4368","RASGEF1B","RasGEF domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24881]","protein_coding",64.125
"4369","SEC31A","SEC31 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:17052]","protein_coding",1109.5
"4370","GPAT3","glycerol-3-phosphate acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28157]","protein_coding",278.625
"4371","BBS7","Bardet-Biedl syndrome 7 [Source:HGNC Symbol;Acc:HGNC:18758]","protein_coding",25.625
"4372","KIAA1109","KIAA1109 [Source:HGNC Symbol;Acc:HGNC:26953]","protein_coding",742.125
"4373","RAP1GDS1","Rap1 GTPase-GDP dissociation stimulator 1 [Source:HGNC Symbol;Acc:HGNC:9859]","protein_coding",125.5
"4374","LARP1B","La ribonucleoprotein 1B [Source:HGNC Symbol;Acc:HGNC:24704]","protein_coding",12
"4375","PDE5A","phosphodiesterase 5A [Source:HGNC Symbol;Acc:HGNC:8784]","protein_coding",78.375
"4376","PRDM5","PR/SET domain 5 [Source:HGNC Symbol;Acc:HGNC:9349]","protein_coding",46.625
"4377","NAAA","N-acylethanolamine acid amidase [Source:HGNC Symbol;Acc:HGNC:736]","protein_coding",487.125
"4378","NUP54","nucleoporin 54 [Source:HGNC Symbol;Acc:HGNC:17359]","protein_coding",316.625
"4379","BMP2K","BMP2 inducible kinase [Source:HGNC Symbol;Acc:HGNC:18041]","protein_coding",603.875
"4380","G3BP2","G3BP stress granule assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:30291]","protein_coding",809.375
"4381","SEPTIN11","septin 11 [Source:HGNC Symbol;Acc:HGNC:25589]","protein_coding",95.125
"4382","SCARB2","scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665]","protein_coding",105.25
"4383","CCNG2","cyclin G2 [Source:HGNC Symbol;Acc:HGNC:1593]","protein_coding",366.5
"4384","CNOT6L","CCR4-NOT transcription complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:18042]","protein_coding",825.375
"4385","USO1","USO1 vesicle transport factor [Source:HGNC Symbol;Acc:HGNC:30904]","protein_coding",71.75
"4386","ANXA3","annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]","protein_coding",124.875
"4387","PPA2","inorganic pyrophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:28883]","protein_coding",186.375
"4388","INTS12","integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067]","protein_coding",112.25
"4389","CASP6","caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507]","protein_coding",58.375
"4390","LEF1","lymphoid enhancer binding factor 1 [Source:HGNC Symbol;Acc:HGNC:6551]","protein_coding",877.875
"4391","HADH","hydroxyacyl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4799]","protein_coding",84.875
"4392","EGF","epidermal growth factor [Source:HGNC Symbol;Acc:HGNC:3229]","protein_coding",24.875
"4393","PAPSS1","3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:8603]","protein_coding",111.375
"4394","SEC24B","SEC24 homolog B, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10704]","protein_coding",274.5
"4395","PPP3CA","protein phosphatase 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9314]","protein_coding",399
"4396","SLC39A8","solute carrier family 39 member 8 [Source:HGNC Symbol;Acc:HGNC:20862]","protein_coding",91.875
"4397","FBN2","fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]","protein_coding",42.375
"4398","MAPK8IP3","mitogen-activated protein kinase 8 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:6884]","protein_coding",207.875
"4399","GUCD1","guanylyl cyclase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14237]","protein_coding",2572.125
"4400","RNF185","ring finger protein 185 [Source:HGNC Symbol;Acc:HGNC:26783]","protein_coding",104.75
"4401","PARVG","parvin gamma [Source:HGNC Symbol;Acc:HGNC:14654]","protein_coding",1214
"4402","ERP27","endoplasmic reticulum protein 27 [Source:HGNC Symbol;Acc:HGNC:26495]","protein_coding",74.375
"4403","ETV6","ETS variant transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3495]","protein_coding",1071
"4404","GABARAPL1","GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]","protein_coding",227.125
"4405","KIF21A","kinesin family member 21A [Source:HGNC Symbol;Acc:HGNC:19349]","protein_coding",65.125
"4406","CPNE8","copine 8 [Source:HGNC Symbol;Acc:HGNC:23498]","protein_coding",65.125
"4407","YARS2","tyrosyl-tRNA synthetase 2 [Source:HGNC Symbol;Acc:HGNC:24249]","protein_coding",91.125
"4408","FGD4","FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]","protein_coding",139.875
"4409","SINHCAF","SIN3-HDAC complex associated factor [Source:HGNC Symbol;Acc:HGNC:30702]","protein_coding",130.25
"4410","AEBP2","AE binding protein 2 [Source:HGNC Symbol;Acc:HGNC:24051]","protein_coding",176.375
"4411","ETNK1","ethanolamine kinase 1 [Source:HGNC Symbol;Acc:HGNC:24649]","protein_coding",264.5
"4412","ZCRB1","zinc finger CCHC-type and RNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:29620]","protein_coding",43.75
"4413","TMEM117","transmembrane protein 117 [Source:HGNC Symbol;Acc:HGNC:25308]","protein_coding",72.125
"4414","C1RL","complement C1r subcomponent like [Source:HGNC Symbol;Acc:HGNC:21265]","protein_coding",402.5
"4415","CLSTN3","calsyntenin 3 [Source:HGNC Symbol;Acc:HGNC:18371]","protein_coding",225.5
"4416","KLRG1","killer cell lectin like receptor G1 [Source:HGNC Symbol;Acc:HGNC:6380]","protein_coding",577.25
"4417","TAPBPL","TAP binding protein like [Source:HGNC Symbol;Acc:HGNC:30683]","protein_coding",349.5
"4418","CD27","CD27 molecule [Source:HGNC Symbol;Acc:HGNC:11922]","protein_coding",239.5
"4419","PEX5","peroxisomal biogenesis factor 5 [Source:HGNC Symbol;Acc:HGNC:9719]","protein_coding",52.875
"4420","AMIGO2","adhesion molecule with Ig like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]","protein_coding",12.75
"4421","SCAF11","SR-related CTD associated factor 11 [Source:HGNC Symbol;Acc:HGNC:10784]","protein_coding",718.5
"4422","MARCHF9","membrane associated ring-CH-type finger 9 [Source:HGNC Symbol;Acc:HGNC:25139]","protein_coding",142.625
"4423","GLIPR1","GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]","protein_coding",711.625
"4424","TMEM19","transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]","protein_coding",114.75
"4425","DUSP6","dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072]","protein_coding",1207
"4426","POC1B","POC1 centriolar protein B [Source:HGNC Symbol;Acc:HGNC:30836]","protein_coding",306.125
"4427","TMTC3","transmembrane O-mannosyltransferase targeting cadherins 3 [Source:HGNC Symbol;Acc:HGNC:26899]","protein_coding",48.875
"4428","SNRPF","small nuclear ribonucleoprotein polypeptide F [Source:HGNC Symbol;Acc:HGNC:11162]","protein_coding",113.5
"4429","NEDD1","NEDD1 gamma-tubulin ring complex targeting factor [Source:HGNC Symbol;Acc:HGNC:7723]","protein_coding",74.25
"4430","GAS2L3","growth arrest specific 2 like 3 [Source:HGNC Symbol;Acc:HGNC:27475]","protein_coding",18
"4431","SLC15A4","solute carrier family 15 member 4 [Source:HGNC Symbol;Acc:HGNC:23090]","protein_coding",808.625
"4432","TDG","thymine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:11700]","protein_coding",160.625
"4433","RITA1","RBPJ interacting and tubulin associated 1 [Source:HGNC Symbol;Acc:HGNC:25925]","protein_coding",41.5
"4434","GLTP","glycolipid transfer protein [Source:HGNC Symbol;Acc:HGNC:24867]","protein_coding",136.75
"4435","GIT2","GIT ArfGAP 2 [Source:HGNC Symbol;Acc:HGNC:4273]","protein_coding",141.625
"4436","TCHP","trichoplein keratin filament binding [Source:HGNC Symbol;Acc:HGNC:28135]","protein_coding",136.625
"4437","NUP58","nucleoporin 58 [Source:HGNC Symbol;Acc:HGNC:20261]","protein_coding",592.25
"4438","MTMR6","myotubularin related protein 6 [Source:HGNC Symbol;Acc:HGNC:7453]","protein_coding",298.125
"4439","SLC46A3","solute carrier family 46 member 3 [Source:HGNC Symbol;Acc:HGNC:27501]","protein_coding",160.25
"4440","SLC7A1","solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057]","protein_coding",195
"4441","LNX2","ligand of numb-protein X 2 [Source:HGNC Symbol;Acc:HGNC:20421]","protein_coding",36
"4442","SUOX","sulfite oxidase [Source:HGNC Symbol;Acc:HGNC:11460]","protein_coding",33.125
"4443","TARBP2","TARBP2 subunit of RISC loading complex [Source:HGNC Symbol;Acc:HGNC:11569]","protein_coding",16.125
"4444","NABP2","nucleic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28412]","protein_coding",99.5
"4445","N4BP2L1","NEDD4 binding protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:25037]","protein_coding",156.125
"4446","SMARCC2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2 [Source:HGNC Symbol;Acc:HGNC:11105]","protein_coding",1205.25
"4447","KANSL2","KAT8 regulatory NSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:26024]","protein_coding",108.25
"4448","CERS5","ceramide synthase 5 [Source:HGNC Symbol;Acc:HGNC:23749]","protein_coding",193
"4449","MAP3K12","mitogen-activated protein kinase kinase kinase 12 [Source:HGNC Symbol;Acc:HGNC:6851]","protein_coding",82.625
"4450","GALNT6","polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]","protein_coding",32.75
"4451","CSAD","cysteine sulfinic acid decarboxylase [Source:HGNC Symbol;Acc:HGNC:18966]","protein_coding",177.125
"4452","LMBR1L","limb development membrane protein 1 like [Source:HGNC Symbol;Acc:HGNC:18268]","protein_coding",305.125
"4453","MYG1","MYG1 exonuclease [Source:HGNC Symbol;Acc:HGNC:17590]","protein_coding",53.25
"4454","ESYT1","extended synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:29534]","protein_coding",1221.125
"4455","TMBIM6","transmembrane BAX inhibitor motif containing 6 [Source:HGNC Symbol;Acc:HGNC:11723]","protein_coding",6260.625
"4456","ANKRD52","ankyrin repeat domain 52 [Source:HGNC Symbol;Acc:HGNC:26614]","protein_coding",168.125
"4457","ZNF740","zinc finger protein 740 [Source:HGNC Symbol;Acc:HGNC:27465]","protein_coding",147.375
"4458","WDFY2","WD repeat and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20482]","protein_coding",505.75
"4459","ESD","esterase D [Source:HGNC Symbol;Acc:HGNC:3465]","protein_coding",71.375
"4460","RB1","RB transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:9884]","protein_coding",387.875
"4461","SBNO1","strawberry notch homolog 1 [Source:HGNC Symbol;Acc:HGNC:22973]","protein_coding",203.25
"4462","SETD1B","SET domain containing 1B, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29187]","protein_coding",328.375
"4463","DENR","density regulated re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:2769]","protein_coding",46.25
"4464","SLAIN1","SLAIN motif family member 1 [Source:HGNC Symbol;Acc:HGNC:26387]","protein_coding",85.875
"4465","RBM26","RNA binding motif protein 26 [Source:HGNC Symbol;Acc:HGNC:20327]","protein_coding",188.875
"4466","MBNL2","muscleblind like splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:16746]","protein_coding",749.875
"4467","ABHD13","abhydrolase domain containing 13 [Source:HGNC Symbol;Acc:HGNC:20293]","protein_coding",49.75
"4468","RAB20","RAB20, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18260]","protein_coding",36.25
"4469","CUL4A","cullin 4A [Source:HGNC Symbol;Acc:HGNC:2554]","protein_coding",238.5
"4470","REM2","RRAD and GEM like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:20248]","protein_coding",202.5
"4471","TMX1","thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]","protein_coding",219.125
"4472","PELI2","pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:HGNC:8828]","protein_coding",642.875
"4473","RTN1","reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467]","protein_coding",165.875
"4474","NAA30","N-alpha-acetyltransferase 30, NatC catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19844]","protein_coding",101
"4475","DCAF5","DDB1 and CUL4 associated factor 5 [Source:HGNC Symbol;Acc:HGNC:20224]","protein_coding",613.125
"4476","RAB15","RAB15, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20150]","protein_coding",18.5
"4477","STON2","stonin 2 [Source:HGNC Symbol;Acc:HGNC:30652]","protein_coding",218.625
"4478","GPR65","G protein-coupled receptor 65 [Source:HGNC Symbol;Acc:HGNC:4517]","protein_coding",133
"4479","SLC24A4","solute carrier family 24 member 4 [Source:HGNC Symbol;Acc:HGNC:10978]","protein_coding",221.875
"4480","WARS1","tryptophanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12729]","protein_coding",891.625
"4481","WDR20","WD repeat domain 20 [Source:HGNC Symbol;Acc:HGNC:19667]","protein_coding",162.375
"4482","NIPA2","NIPA magnesium transporter 2 [Source:HGNC Symbol;Acc:HGNC:17044]","protein_coding",105.875
"4483","SLC12A6","solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914]","protein_coding",980
"4484","MFAP1","microfibril associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7032]","protein_coding",43.75
"4485","TCF12","transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11623]","protein_coding",219.125
"4486","SORD","sorbitol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:11184]","protein_coding",62.375
"4487","LYSMD2","LysM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28571]","protein_coding",64.375
"4488","BNIP2","BCL2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1083]","protein_coding",390.375
"4489","GTF2A2","general transcription factor IIA subunit 2 [Source:HGNC Symbol;Acc:HGNC:4647]","protein_coding",186
"4490","SRP14","signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299]","protein_coding",1396.75
"4491","BAHD1","bromo adjacent homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29153]","protein_coding",75.375
"4492","CDAN1","codanin 1 [Source:HGNC Symbol;Acc:HGNC:1713]","protein_coding",86.75
"4493","TLE3","TLE family member 3, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11839]","protein_coding",987.625
"4494","ANP32A","acidic nuclear phosphoprotein 32 family member A [Source:HGNC Symbol;Acc:HGNC:13233]","protein_coding",158.75
"4495","COMMD4","COMM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26027]","protein_coding",94.5
"4496","UBE2Q2","ubiquitin conjugating enzyme E2 Q2 [Source:HGNC Symbol;Acc:HGNC:19248]","protein_coding",89.375
"4497","PSTPIP1","proline-serine-threonine phosphatase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9580]","protein_coding",356.75
"4498","ETFA","electron transfer flavoprotein subunit alpha [Source:HGNC Symbol;Acc:HGNC:3481]","protein_coding",99.25
"4499","BCL2A1","BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991]","protein_coding",160.25
"4500","HMG20A","high mobility group 20A [Source:HGNC Symbol;Acc:HGNC:5001]","protein_coding",162.375
"4501","SCAPER","S-phase cyclin A associated protein in the ER [Source:HGNC Symbol;Acc:HGNC:13081]","protein_coding",32.75
"4502","TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]","protein_coding",141.75
"4503","WDR61","WD repeat domain 61 [Source:HGNC Symbol;Acc:HGNC:30300]","protein_coding",66.5
"4504","NCOA2","nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669]","protein_coding",429
"4505","NEIL1","nei like DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:18448]","protein_coding",15.125
"4506","MAN2C1","mannosidase alpha class 2C member 1 [Source:HGNC Symbol;Acc:HGNC:6827]","protein_coding",56.875
"4507","DNAJA4","DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]","protein_coding",539.5
"4508","TLNRD1","talin rod domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13519]","protein_coding",25.25
"4509","TPM1","tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]","protein_coding",62.5
"4510","IGF1R","insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465]","protein_coding",658.5
"4511","ARRDC4","arrestin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28087]","protein_coding",40.125
"4512","USP3","ubiquitin specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:12626]","protein_coding",554.125
"4513","BBS4","Bardet-Biedl syndrome 4 [Source:HGNC Symbol;Acc:HGNC:969]","protein_coding",37.375
"4514","PML","PML nuclear body scaffold [Source:HGNC Symbol;Acc:HGNC:9113]","protein_coding",90.625
"4515","ULK3","unc-51 like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19703]","protein_coding",213.25
"4516","SCAMP2","secretory carrier membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:10564]","protein_coding",1431.5
"4517","HAPLN3","hyaluronan and proteoglycan link protein 3 [Source:HGNC Symbol;Acc:HGNC:21446]","protein_coding",106.25
"4518","POLG","DNA polymerase gamma, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9179]","protein_coding",376.25
"4519","FANCI","FA complementation group I [Source:HGNC Symbol;Acc:HGNC:25568]","protein_coding",20.875
"4520","ABHD2","abhydrolase domain containing 2, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:18717]","protein_coding",2571.625
"4521","MFGE8","milk fat globule EGF and factor V/VIII domain containing [Source:HGNC Symbol;Acc:HGNC:7036]","protein_coding",109.375
"4522","ZNF710","zinc finger protein 710 [Source:HGNC Symbol;Acc:HGNC:25352]","protein_coding",359.375
"4523","UNC45A","unc-45 myosin chaperone A [Source:HGNC Symbol;Acc:HGNC:30594]","protein_coding",177
"4524","MCTP2","multiple C2 and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25636]","protein_coding",139.875
"4525","FURIN","furin, paired basic amino acid cleaving enzyme [Source:HGNC Symbol;Acc:HGNC:8568]","protein_coding",921.625
"4526","IQGAP1","IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]","protein_coding",3842.625
"4527","EFL1","elongation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25789]","protein_coding",224.75
"4528","SEC11A","SEC11 homolog A, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:17718]","protein_coding",146.5
